HGNC.symbol,MGI.symbol,HGNC.symbol,Chromosome.scaffold.name,Gene.start..bp.
IGHV1-24,Ighv1-9,IGHV1-24,12,114583569
IGHV1OR15-9,Ighv1-9,IGHV1OR15-9,12,114583569
IGHV1-3,Ighv1-9,IGHV1-3,12,114583569
IGHV1-46,Ighv1-9,IGHV1-46,12,114583569
IGHV1-45,Ighv1-9,IGHV1-45,12,114583569
IGHV1-2,Ighv1-9,IGHV1-2,12,114583569
IGHV1-69,Ighv1-9,IGHV1-69,12,114583569
IGHV1OR21-1,Ighv1-9,IGHV1OR21-1,12,114583569
IGHV1-58,Ighv1-9,IGHV1-58,12,114583569
IGHV1-18,Ighv1-85,IGHV1-18,12,116000028
IGHV1OR15-1,Ighv1-85,IGHV1OR15-1,12,116000028
IGHV1-24,Ighv1-85,IGHV1-24,12,116000028
IGHV1OR15-9,Ighv1-85,IGHV1OR15-9,12,116000028
IGHV1-3,Ighv1-85,IGHV1-3,12,116000028
IGHV1-46,Ighv1-85,IGHV1-46,12,116000028
IGHV1-45,Ighv1-85,IGHV1-45,12,116000028
IGHV1-2,Ighv1-85,IGHV1-2,12,116000028
IGHV1-69,Ighv1-85,IGHV1-69,12,116000028
IGHV1OR21-1,Ighv1-85,IGHV1OR21-1,12,116000028
IGHV1-58,Ighv1-85,IGHV1-58,12,116000028
IGHV1-18,Ighv1-84,IGHV1-18,12,115980702
IGHV1OR15-1,Ighv1-84,IGHV1OR15-1,12,115980702
IGHV1-24,Ighv1-84,IGHV1-24,12,115980702
IGHV1OR15-9,Ighv1-84,IGHV1OR15-9,12,115980702
IGHV1-3,Ighv1-84,IGHV1-3,12,115980702
IGHV1-46,Ighv1-84,IGHV1-46,12,115980702
IGHV1-45,Ighv1-84,IGHV1-45,12,115980702
IGHV1-2,Ighv1-84,IGHV1-2,12,115980702
IGHV1-69,Ighv1-84,IGHV1-69,12,115980702
IGHV1OR21-1,Ighv1-84,IGHV1OR21-1,12,115980702
IGHV1-58,Ighv1-84,IGHV1-58,12,115980702
IGHV1-18,Ighv1-82,IGHV1-18,12,115952538
IGHV1OR15-1,Ighv1-82,IGHV1OR15-1,12,115952538
IGHV1-24,Ighv1-82,IGHV1-24,12,115952538
IGHV1OR15-9,Ighv1-82,IGHV1OR15-9,12,115952538
IGHV1-3,Ighv1-82,IGHV1-3,12,115952538
IGHV1-46,Ighv1-82,IGHV1-46,12,115952538
IGHV1-45,Ighv1-82,IGHV1-45,12,115952538
IGHV1-2,Ighv1-82,IGHV1-2,12,115952538
IGHV1-69,Ighv1-82,IGHV1-69,12,115952538
IGHV1OR21-1,Ighv1-82,IGHV1OR21-1,12,115952538
IGHV1-58,Ighv1-82,IGHV1-58,12,115952538
IGHV1-18,Ighv1-81,IGHV1-18,12,115920279
IGHV1OR15-1,Ighv1-81,IGHV1OR15-1,12,115920279
IGHV1-24,Ighv1-81,IGHV1-24,12,115920279
IGHV1OR15-9,Ighv1-81,IGHV1OR15-9,12,115920279
IGHV1-3,Ighv1-81,IGHV1-3,12,115920279
IGHV1-46,Ighv1-81,IGHV1-46,12,115920279
IGHV1-45,Ighv1-81,IGHV1-45,12,115920279
IGHV1-2,Ighv1-81,IGHV1-2,12,115920279
IGHV1-69,Ighv1-81,IGHV1-69,12,115920279
IGHV1OR21-1,Ighv1-81,IGHV1OR21-1,12,115920279
IGHV1-58,Ighv1-81,IGHV1-58,12,115920279
IGHV1-18,Ighv1-80,IGHV1-18,12,115912344
IGHV1OR15-1,Ighv1-80,IGHV1OR15-1,12,115912344
IGHV1-24,Ighv1-80,IGHV1-24,12,115912344
IGHV1OR15-9,Ighv1-80,IGHV1OR15-9,12,115912344
IGHV1-3,Ighv1-80,IGHV1-3,12,115912344
IGHV1-46,Ighv1-80,IGHV1-46,12,115912344
IGHV1-45,Ighv1-80,IGHV1-45,12,115912344
IGHV1-2,Ighv1-80,IGHV1-2,12,115912344
IGHV1-69,Ighv1-80,IGHV1-69,12,115912344
IGHV1OR21-1,Ighv1-80,IGHV1OR21-1,12,115912344
IGHV1-58,Ighv1-80,IGHV1-58,12,115912344
IGHV1-18,Ighv1-78,IGHV1-18,12,115868773
IGHV1OR15-1,Ighv1-78,IGHV1OR15-1,12,115868773
IGHV1-24,Ighv1-78,IGHV1-24,12,115868773
IGHV1OR15-9,Ighv1-78,IGHV1OR15-9,12,115868773
IGHV1-3,Ighv1-78,IGHV1-3,12,115868773
IGHV1-46,Ighv1-78,IGHV1-46,12,115868773
IGHV1-45,Ighv1-78,IGHV1-45,12,115868773
IGHV1-2,Ighv1-78,IGHV1-2,12,115868773
IGHV1-69,Ighv1-78,IGHV1-69,12,115868773
IGHV1OR21-1,Ighv1-78,IGHV1OR21-1,12,115868773
IGHV1-58,Ighv1-78,IGHV1-58,12,115868773
IGHV1-18,Ighv1-77,IGHV1-18,12,115861867
IGHV1OR15-1,Ighv1-77,IGHV1OR15-1,12,115861867
IGHV1-24,Ighv1-77,IGHV1-24,12,115861867
IGHV1OR15-9,Ighv1-77,IGHV1OR15-9,12,115861867
IGHV1-3,Ighv1-77,IGHV1-3,12,115861867
IGHV1-46,Ighv1-77,IGHV1-46,12,115861867
IGHV1-45,Ighv1-77,IGHV1-45,12,115861867
IGHV1-2,Ighv1-77,IGHV1-2,12,115861867
IGHV1-69,Ighv1-77,IGHV1-69,12,115861867
IGHV1OR21-1,Ighv1-77,IGHV1OR21-1,12,115861867
IGHV1-58,Ighv1-77,IGHV1-58,12,115861867
IGHV1-18,Ighv1-76,IGHV1-18,12,115847881
IGHV1OR15-1,Ighv1-76,IGHV1OR15-1,12,115847881
IGHV1-24,Ighv1-76,IGHV1-24,12,115847881
IGHV1OR15-9,Ighv1-76,IGHV1OR15-9,12,115847881
IGHV1-3,Ighv1-76,IGHV1-3,12,115847881
IGHV1-46,Ighv1-76,IGHV1-46,12,115847881
IGHV1-45,Ighv1-76,IGHV1-45,12,115847881
IGHV1-2,Ighv1-76,IGHV1-2,12,115847881
IGHV1-69,Ighv1-76,IGHV1-69,12,115847881
IGHV1OR21-1,Ighv1-76,IGHV1OR21-1,12,115847881
IGHV1-58,Ighv1-76,IGHV1-58,12,115847881
IGHV1-18,Ighv1-75,IGHV1-18,12,115833950
IGHV1OR15-1,Ighv1-75,IGHV1OR15-1,12,115833950
IGHV1-24,Ighv1-75,IGHV1-24,12,115833950
IGHV1OR15-9,Ighv1-75,IGHV1OR15-9,12,115833950
IGHV1-3,Ighv1-75,IGHV1-3,12,115833950
IGHV1-46,Ighv1-75,IGHV1-46,12,115833950
IGHV1-45,Ighv1-75,IGHV1-45,12,115833950
IGHV1-2,Ighv1-75,IGHV1-2,12,115833950
IGHV1-69,Ighv1-75,IGHV1-69,12,115833950
IGHV1OR21-1,Ighv1-75,IGHV1OR21-1,12,115833950
IGHV1-58,Ighv1-75,IGHV1-58,12,115833950
IGHV1-18,Ighv1-74,IGHV1-18,12,115802648
IGHV1OR15-1,Ighv1-74,IGHV1OR15-1,12,115802648
IGHV1-24,Ighv1-74,IGHV1-24,12,115802648
IGHV1OR15-9,Ighv1-74,IGHV1OR15-9,12,115802648
IGHV1-3,Ighv1-74,IGHV1-3,12,115802648
IGHV1-46,Ighv1-74,IGHV1-46,12,115802648
IGHV1-45,Ighv1-74,IGHV1-45,12,115802648
IGHV1-2,Ighv1-74,IGHV1-2,12,115802648
IGHV1-69,Ighv1-74,IGHV1-69,12,115802648
IGHV1OR21-1,Ighv1-74,IGHV1OR21-1,12,115802648
IGHV1-58,Ighv1-74,IGHV1-58,12,115802648
IGHV1-18,Ighv1-72,IGHV1-18,12,115757984
IGHV1OR15-1,Ighv1-72,IGHV1OR15-1,12,115757984
IGHV1-24,Ighv1-72,IGHV1-24,12,115757984
IGHV1OR15-9,Ighv1-72,IGHV1OR15-9,12,115757984
IGHV1-3,Ighv1-72,IGHV1-3,12,115757984
IGHV1-46,Ighv1-72,IGHV1-46,12,115757984
IGHV1-45,Ighv1-72,IGHV1-45,12,115757984
IGHV1-2,Ighv1-72,IGHV1-2,12,115757984
IGHV1-69,Ighv1-72,IGHV1-69,12,115757984
IGHV1OR21-1,Ighv1-72,IGHV1OR21-1,12,115757984
IGHV1-58,Ighv1-72,IGHV1-58,12,115757984
IGHV1-18,Ighv1-71,IGHV1-18,12,115742205
IGHV1OR15-1,Ighv1-71,IGHV1OR15-1,12,115742205
IGHV1-24,Ighv1-71,IGHV1-24,12,115742205
IGHV1OR15-9,Ighv1-71,IGHV1OR15-9,12,115742205
IGHV1-3,Ighv1-71,IGHV1-3,12,115742205
IGHV1-46,Ighv1-71,IGHV1-46,12,115742205
IGHV1-45,Ighv1-71,IGHV1-45,12,115742205
IGHV1-2,Ighv1-71,IGHV1-2,12,115742205
IGHV1-69,Ighv1-71,IGHV1-69,12,115742205
IGHV1OR21-1,Ighv1-71,IGHV1OR21-1,12,115742205
IGHV1-58,Ighv1-71,IGHV1-58,12,115742205
IGHV1-18,Ighv1-7,IGHV1-18,12,114538495
IGHV1OR15-1,Ighv1-7,IGHV1OR15-1,12,114538495
IGHV1-24,Ighv1-7,IGHV1-24,12,114538495
IGHV1OR15-9,Ighv1-7,IGHV1OR15-9,12,114538495
IGHV1-3,Ighv1-7,IGHV1-3,12,114538495
IGHV1-46,Ighv1-7,IGHV1-46,12,114538495
IGHV1-45,Ighv1-7,IGHV1-45,12,114538495
IGHV1-2,Ighv1-7,IGHV1-2,12,114538495
IGHV1-69,Ighv1-7,IGHV1-69,12,114538495
IGHV1OR21-1,Ighv1-7,IGHV1OR21-1,12,114538495
IGHV1-58,Ighv1-7,IGHV1-58,12,114538495
IGHV1-18,Ighv1-69,IGHV1-18,12,115623161
IGHV1OR15-1,Ighv1-69,IGHV1OR15-1,12,115623161
IGHV1-24,Ighv1-69,IGHV1-24,12,115623161
IGHV1OR15-9,Ighv1-69,IGHV1OR15-9,12,115623161
IGHV1-3,Ighv1-69,IGHV1-3,12,115623161
IGHV1-46,Ighv1-69,IGHV1-46,12,115623161
IGHV1-45,Ighv1-69,IGHV1-45,12,115623161
IGHV1-2,Ighv1-69,IGHV1-2,12,115623161
IGHV1-69,Ighv1-69,IGHV1-69,12,115623161
IGHV1OR21-1,Ighv1-69,IGHV1OR21-1,12,115623161
IGHV1-58,Ighv1-69,IGHV1-58,12,115623161
IGHV1-18,Ighv1-67,IGHV1-18,12,115603940
IGHV1OR15-1,Ighv1-67,IGHV1OR15-1,12,115603940
IGHV1-24,Ighv1-67,IGHV1-24,12,115603940
IGHV1OR15-9,Ighv1-67,IGHV1OR15-9,12,115603940
IGHV1-3,Ighv1-67,IGHV1-3,12,115603940
IGHV1-46,Ighv1-67,IGHV1-46,12,115603940
IGHV1-45,Ighv1-67,IGHV1-45,12,115603940
IGHV1-2,Ighv1-67,IGHV1-2,12,115603940
IGHV1-69,Ighv1-67,IGHV1-69,12,115603940
IGHV1OR21-1,Ighv1-67,IGHV1OR21-1,12,115603940
IGHV1-58,Ighv1-67,IGHV1-58,12,115603940
IGHV1-18,Ighv1-66,IGHV1-18,12,115593110
IGHV1OR15-1,Ighv1-66,IGHV1OR15-1,12,115593110
IGHV1-24,Ighv1-66,IGHV1-24,12,115593110
IGHV1OR15-9,Ighv1-66,IGHV1OR15-9,12,115593110
IGHV1-3,Ighv1-66,IGHV1-3,12,115593110
IGHV1-46,Ighv1-66,IGHV1-46,12,115593110
IGHV1-45,Ighv1-66,IGHV1-45,12,115593110
IGHV1-2,Ighv1-66,IGHV1-2,12,115593110
IGHV1-69,Ighv1-66,IGHV1-69,12,115593110
IGHV1OR21-1,Ighv1-66,IGHV1OR21-1,12,115593110
IGHV1-58,Ighv1-66,IGHV1-58,12,115593110
IGHV1-18,Ighv1-64,IGHV1-18,12,115507545
IGHV1OR15-1,Ighv1-64,IGHV1OR15-1,12,115507545
IGHV1-24,Ighv1-64,IGHV1-24,12,115507545
IGHV1OR15-9,Ighv1-64,IGHV1OR15-9,12,115507545
IGHV1-3,Ighv1-64,IGHV1-3,12,115507545
IGHV1-46,Ighv1-64,IGHV1-46,12,115507545
IGHV1-45,Ighv1-64,IGHV1-45,12,115507545
IGHV1-2,Ighv1-64,IGHV1-2,12,115507545
IGHV1-69,Ighv1-64,IGHV1-69,12,115507545
IGHV1OR21-1,Ighv1-64,IGHV1OR21-1,12,115507545
IGHV1-58,Ighv1-64,IGHV1-58,12,115507545
IGHV1-18,Ighv1-63,IGHV1-18,12,115495625
IGHV1OR15-1,Ighv1-63,IGHV1OR15-1,12,115495625
IGHV1-24,Ighv1-63,IGHV1-24,12,115495625
IGHV1OR15-9,Ighv1-63,IGHV1OR15-9,12,115495625
IGHV1-3,Ighv1-63,IGHV1-3,12,115495625
IGHV1-46,Ighv1-63,IGHV1-46,12,115495625
IGHV1-45,Ighv1-63,IGHV1-45,12,115495625
IGHV1-2,Ighv1-63,IGHV1-2,12,115495625
IGHV1-69,Ighv1-63,IGHV1-69,12,115495625
IGHV1OR21-1,Ighv1-63,IGHV1OR21-1,12,115495625
IGHV1-58,Ighv1-63,IGHV1-58,12,115495625
IGHV1-18,Ighv1-62-3,IGHV1-18,12,115460999
IGHV1OR15-1,Ighv1-62-3,IGHV1OR15-1,12,115460999
IGHV1-24,Ighv1-62-3,IGHV1-24,12,115460999
IGHV1OR15-9,Ighv1-62-3,IGHV1OR15-9,12,115460999
IGHV1-3,Ighv1-62-3,IGHV1-3,12,115460999
IGHV1-46,Ighv1-62-3,IGHV1-46,12,115460999
IGHV1-45,Ighv1-62-3,IGHV1-45,12,115460999
IGHV1-2,Ighv1-62-3,IGHV1-2,12,115460999
IGHV1-69,Ighv1-62-3,IGHV1-69,12,115460999
IGHV1OR21-1,Ighv1-62-3,IGHV1OR21-1,12,115460999
IGHV1-58,Ighv1-62-3,IGHV1-58,12,115460999
IGHV1-18,Ighv1-62-2,IGHV1-18,12,115446409
IGHV1OR15-1,Ighv1-62-2,IGHV1OR15-1,12,115446409
IGHV1-24,Ighv1-62-2,IGHV1-24,12,115446409
IGHV1OR15-9,Ighv1-62-2,IGHV1OR15-9,12,115446409
IGHV1-3,Ighv1-62-2,IGHV1-3,12,115446409
IGHV1-46,Ighv1-62-2,IGHV1-46,12,115446409
IGHV1-45,Ighv1-62-2,IGHV1-45,12,115446409
IGHV1-2,Ighv1-62-2,IGHV1-2,12,115446409
IGHV1-69,Ighv1-62-2,IGHV1-69,12,115446409
IGHV1OR21-1,Ighv1-62-2,IGHV1OR21-1,12,115446409
IGHV1-58,Ighv1-62-2,IGHV1-58,12,115446409
IGHV1-18,Ighv1-62-1,IGHV1-18,12,115386697
IGHV1OR15-1,Ighv1-62-1,IGHV1OR15-1,12,115386697
IGHV1-24,Ighv1-62-1,IGHV1-24,12,115386697
IGHV1OR15-9,Ighv1-62-1,IGHV1OR15-9,12,115386697
IGHV1-3,Ighv1-62-1,IGHV1-3,12,115386697
IGHV1-46,Ighv1-62-1,IGHV1-46,12,115386697
IGHV1-45,Ighv1-62-1,IGHV1-45,12,115386697
IGHV1-2,Ighv1-62-1,IGHV1-2,12,115386697
IGHV1-69,Ighv1-62-1,IGHV1-69,12,115386697
IGHV1OR21-1,Ighv1-62-1,IGHV1OR21-1,12,115386697
IGHV1-58,Ighv1-62-1,IGHV1-58,12,115386697
IGHV1-18,Ighv1-61,IGHV1-18,12,115359140
IGHV1OR15-1,Ighv1-61,IGHV1OR15-1,12,115359140
IGHV1-24,Ighv1-61,IGHV1-24,12,115359140
IGHV1OR15-9,Ighv1-61,IGHV1OR15-9,12,115359140
IGHV1-3,Ighv1-61,IGHV1-3,12,115359140
IGHV1-46,Ighv1-61,IGHV1-46,12,115359140
IGHV1-45,Ighv1-61,IGHV1-45,12,115359140
IGHV1-2,Ighv1-61,IGHV1-2,12,115359140
IGHV1-69,Ighv1-61,IGHV1-69,12,115359140
IGHV1OR21-1,Ighv1-61,IGHV1OR21-1,12,115359140
IGHV1-58,Ighv1-61,IGHV1-58,12,115359140
IGHV1-18,Ighv1-59,IGHV1-18,12,115335082
IGHV1OR15-1,Ighv1-59,IGHV1OR15-1,12,115335082
IGHV1-24,Ighv1-59,IGHV1-24,12,115335082
IGHV1OR15-9,Ighv1-59,IGHV1OR15-9,12,115335082
IGHV1-3,Ighv1-59,IGHV1-3,12,115335082
IGHV1-46,Ighv1-59,IGHV1-46,12,115335082
IGHV1-45,Ighv1-59,IGHV1-45,12,115335082
IGHV1-2,Ighv1-59,IGHV1-2,12,115335082
IGHV1-69,Ighv1-59,IGHV1-69,12,115335082
IGHV1OR21-1,Ighv1-59,IGHV1OR21-1,12,115335082
IGHV1-58,Ighv1-59,IGHV1-58,12,115335082
IGHV1-18,Ighv1-58,IGHV1-18,12,115312166
IGHV1OR15-1,Ighv1-58,IGHV1OR15-1,12,115312166
IGHV1-24,Ighv1-58,IGHV1-24,12,115312166
IGHV1OR15-9,Ighv1-58,IGHV1OR15-9,12,115312166
IGHV1-3,Ighv1-58,IGHV1-3,12,115312166
IGHV1-46,Ighv1-58,IGHV1-46,12,115312166
IGHV1-45,Ighv1-58,IGHV1-45,12,115312166
IGHV1-2,Ighv1-58,IGHV1-2,12,115312166
IGHV1-69,Ighv1-58,IGHV1-69,12,115312166
IGHV1OR21-1,Ighv1-58,IGHV1OR21-1,12,115312166
IGHV1-58,Ighv1-58,IGHV1-58,12,115312166
IGHV1-18,Ighv1-56,IGHV1-18,12,115242802
IGHV1OR15-1,Ighv1-56,IGHV1OR15-1,12,115242802
IGHV1-24,Ighv1-56,IGHV1-24,12,115242802
IGHV1OR15-9,Ighv1-56,IGHV1OR15-9,12,115242802
IGHV1-3,Ighv1-56,IGHV1-3,12,115242802
IGHV1-46,Ighv1-56,IGHV1-46,12,115242802
IGHV1-45,Ighv1-56,IGHV1-45,12,115242802
IGHV1-2,Ighv1-56,IGHV1-2,12,115242802
IGHV1-69,Ighv1-56,IGHV1-69,12,115242802
IGHV1OR21-1,Ighv1-56,IGHV1OR21-1,12,115242802
IGHV1-58,Ighv1-56,IGHV1-58,12,115242802
IGHV1-18,Ighv1-55,IGHV1-18,12,115208095
IGHV1OR15-1,Ighv1-55,IGHV1OR15-1,12,115208095
IGHV1-24,Ighv1-55,IGHV1-24,12,115208095
IGHV1OR15-9,Ighv1-55,IGHV1OR15-9,12,115208095
IGHV1-3,Ighv1-55,IGHV1-3,12,115208095
IGHV1-46,Ighv1-55,IGHV1-46,12,115208095
IGHV1-45,Ighv1-55,IGHV1-45,12,115208095
IGHV1-2,Ighv1-55,IGHV1-2,12,115208095
IGHV1-69,Ighv1-55,IGHV1-69,12,115208095
IGHV1OR21-1,Ighv1-55,IGHV1OR21-1,12,115208095
IGHV1-58,Ighv1-55,IGHV1-58,12,115208095
IGHV1-18,Ighv1-54,IGHV1-18,12,115193675
IGHV1OR15-1,Ighv1-54,IGHV1OR15-1,12,115193675
IGHV1-24,Ighv1-54,IGHV1-24,12,115193675
IGHV1OR15-9,Ighv1-54,IGHV1OR15-9,12,115193675
IGHV1-3,Ighv1-54,IGHV1-3,12,115193675
IGHV1-46,Ighv1-54,IGHV1-46,12,115193675
IGHV1-45,Ighv1-54,IGHV1-45,12,115193675
IGHV1-2,Ighv1-54,IGHV1-2,12,115193675
IGHV1-69,Ighv1-54,IGHV1-69,12,115193675
IGHV1OR21-1,Ighv1-54,IGHV1OR21-1,12,115193675
IGHV1-58,Ighv1-54,IGHV1-58,12,115193675
IGHV1-18,Ighv1-53,IGHV1-18,12,115158403
IGHV1OR15-1,Ighv1-53,IGHV1OR15-1,12,115158403
IGHV1-24,Ighv1-53,IGHV1-24,12,115158403
IGHV1OR15-9,Ighv1-53,IGHV1OR15-9,12,115158403
IGHV1-3,Ighv1-53,IGHV1-3,12,115158403
IGHV1-46,Ighv1-53,IGHV1-46,12,115158403
IGHV1-45,Ighv1-53,IGHV1-45,12,115158403
IGHV1-2,Ighv1-53,IGHV1-2,12,115158403
IGHV1-69,Ighv1-53,IGHV1-69,12,115158403
IGHV1OR21-1,Ighv1-53,IGHV1OR21-1,12,115158403
IGHV1-58,Ighv1-53,IGHV1-58,12,115158403
IGHV1-18,Ighv1-52,IGHV1-18,12,115145487
IGHV1OR15-1,Ighv1-52,IGHV1OR15-1,12,115145487
IGHV1-24,Ighv1-52,IGHV1-24,12,115145487
IGHV1OR15-9,Ighv1-52,IGHV1OR15-9,12,115145487
IGHV1-3,Ighv1-52,IGHV1-3,12,115145487
IGHV1-46,Ighv1-52,IGHV1-46,12,115145487
IGHV1-45,Ighv1-52,IGHV1-45,12,115145487
IGHV1-2,Ighv1-52,IGHV1-2,12,115145487
IGHV1-69,Ighv1-52,IGHV1-69,12,115145487
IGHV1OR21-1,Ighv1-52,IGHV1OR21-1,12,115145487
IGHV1-58,Ighv1-52,IGHV1-58,12,115145487
IGHV1-18,Ighv15-2,IGHV1-18,12,114564578
IGHV1OR15-1,Ighv15-2,IGHV1OR15-1,12,114564578
IGHV1-24,Ighv15-2,IGHV1-24,12,114564578
IGHV1OR15-9,Ighv15-2,IGHV1OR15-9,12,114564578
IGHV1-3,Ighv15-2,IGHV1-3,12,114564578
IGHV1-46,Ighv15-2,IGHV1-46,12,114564578
IGHV1-45,Ighv15-2,IGHV1-45,12,114564578
IGHV1-2,Ighv15-2,IGHV1-2,12,114564578
IGHV1-69,Ighv15-2,IGHV1-69,12,114564578
IGHV1OR21-1,Ighv15-2,IGHV1OR21-1,12,114564578
IGHV1-58,Ighv15-2,IGHV1-58,12,114564578
IGHV1-18,Ighv1-50,IGHV1-18,12,115119748
IGHV1OR15-1,Ighv1-50,IGHV1OR15-1,12,115119748
IGHV1-24,Ighv1-50,IGHV1-24,12,115119748
IGHV1OR15-9,Ighv1-50,IGHV1OR15-9,12,115119748
IGHV1-3,Ighv1-50,IGHV1-3,12,115119748
IGHV1-46,Ighv1-50,IGHV1-46,12,115119748
IGHV1-45,Ighv1-50,IGHV1-45,12,115119748
IGHV1-2,Ighv1-50,IGHV1-2,12,115119748
IGHV1-69,Ighv1-50,IGHV1-69,12,115119748
IGHV1OR21-1,Ighv1-50,IGHV1OR21-1,12,115119748
IGHV1-58,Ighv1-50,IGHV1-58,12,115119748
IGHV1-18,Ighv1-5,IGHV1-18,12,114513330
IGHV1OR15-1,Ighv1-5,IGHV1OR15-1,12,114513330
IGHV1-24,Ighv1-5,IGHV1-24,12,114513330
IGHV1OR15-9,Ighv1-5,IGHV1OR15-9,12,114513330
IGHV1-3,Ighv1-5,IGHV1-3,12,114513330
IGHV1-46,Ighv1-5,IGHV1-46,12,114513330
IGHV1-45,Ighv1-5,IGHV1-45,12,114513330
IGHV1-2,Ighv1-5,IGHV1-2,12,114513330
IGHV1-69,Ighv1-5,IGHV1-69,12,114513330
IGHV1OR21-1,Ighv1-5,IGHV1OR21-1,12,114513330
IGHV1-58,Ighv1-5,IGHV1-58,12,114513330
IGHV1-18,Ighv1-49,IGHV1-18,12,115055223
IGHV1OR15-1,Ighv1-49,IGHV1OR15-1,12,115055223
IGHV1-24,Ighv1-49,IGHV1-24,12,115055223
IGHV1OR15-9,Ighv1-49,IGHV1OR15-9,12,115055223
IGHV1-3,Ighv1-49,IGHV1-3,12,115055223
IGHV1-46,Ighv1-49,IGHV1-46,12,115055223
IGHV1-45,Ighv1-49,IGHV1-45,12,115055223
IGHV1-2,Ighv1-49,IGHV1-2,12,115055223
IGHV1-69,Ighv1-49,IGHV1-69,12,115055223
IGHV1OR21-1,Ighv1-49,IGHV1OR21-1,12,115055223
IGHV1-58,Ighv1-49,IGHV1-58,12,115055223
IGHV1-18,Ighv1-47,IGHV1-18,12,114991108
IGHV1OR15-1,Ighv1-47,IGHV1OR15-1,12,114991108
IGHV1-24,Ighv1-47,IGHV1-24,12,114991108
IGHV1OR15-9,Ighv1-47,IGHV1OR15-9,12,114991108
IGHV1-3,Ighv1-47,IGHV1-3,12,114991108
IGHV1-46,Ighv1-47,IGHV1-46,12,114991108
IGHV1-45,Ighv1-47,IGHV1-45,12,114991108
IGHV1-2,Ighv1-47,IGHV1-2,12,114991108
IGHV1-69,Ighv1-47,IGHV1-69,12,114991108
IGHV1OR21-1,Ighv1-47,IGHV1OR21-1,12,114991108
IGHV1-58,Ighv1-47,IGHV1-58,12,114991108
IGHV1-18,Ighv14-4,IGHV1-18,12,114176438
IGHV1OR15-1,Ighv14-4,IGHV1OR15-1,12,114176438
IGHV1-24,Ighv14-4,IGHV1-24,12,114176438
IGHV1OR15-9,Ighv14-4,IGHV1OR15-9,12,114176438
IGHV1-3,Ighv14-4,IGHV1-3,12,114176438
IGHV1-46,Ighv14-4,IGHV1-46,12,114176438
IGHV1-45,Ighv14-4,IGHV1-45,12,114176438
IGHV1-2,Ighv14-4,IGHV1-2,12,114176438
IGHV1-69,Ighv14-4,IGHV1-69,12,114176438
IGHV1OR21-1,Ighv14-4,IGHV1OR21-1,12,114176438
IGHV1-58,Ighv14-4,IGHV1-58,12,114176438
IGHV1-18,Ighv1-43,IGHV1-18,12,114945950
IGHV1OR15-1,Ighv1-43,IGHV1OR15-1,12,114945950
IGHV1-24,Ighv1-43,IGHV1-24,12,114945950
IGHV1OR15-9,Ighv1-43,IGHV1OR15-9,12,114945950
IGHV1-3,Ighv1-43,IGHV1-3,12,114945950
IGHV1-46,Ighv1-43,IGHV1-46,12,114945950
IGHV1-45,Ighv1-43,IGHV1-45,12,114945950
IGHV1-2,Ighv1-43,IGHV1-2,12,114945950
IGHV1-69,Ighv1-43,IGHV1-69,12,114945950
IGHV1OR21-1,Ighv1-43,IGHV1OR21-1,12,114945950
IGHV1-58,Ighv1-43,IGHV1-58,12,114945950
IGHV1-18,Ighv14-3,IGHV1-18,12,114059845
IGHV1OR15-1,Ighv14-3,IGHV1OR15-1,12,114059845
IGHV1-24,Ighv14-3,IGHV1-24,12,114059845
IGHV1OR15-9,Ighv14-3,IGHV1OR15-9,12,114059845
IGHV1-3,Ighv14-3,IGHV1-3,12,114059845
IGHV1-46,Ighv14-3,IGHV1-46,12,114059845
IGHV1-45,Ighv14-3,IGHV1-45,12,114059845
IGHV1-2,Ighv14-3,IGHV1-2,12,114059845
IGHV1-69,Ighv14-3,IGHV1-69,12,114059845
IGHV1OR21-1,Ighv14-3,IGHV1OR21-1,12,114059845
IGHV1-58,Ighv14-3,IGHV1-58,12,114059845
IGHV1-18,Ighv1-42,IGHV1-18,12,114937113
IGHV1OR15-1,Ighv1-42,IGHV1OR15-1,12,114937113
IGHV1-24,Ighv1-42,IGHV1-24,12,114937113
IGHV1OR15-9,Ighv1-42,IGHV1OR15-9,12,114937113
IGHV1-3,Ighv1-42,IGHV1-3,12,114937113
IGHV1-46,Ighv1-42,IGHV1-46,12,114937113
IGHV1-45,Ighv1-42,IGHV1-45,12,114937113
IGHV1-2,Ighv1-42,IGHV1-2,12,114937113
IGHV1-69,Ighv1-42,IGHV1-69,12,114937113
IGHV1OR21-1,Ighv1-42,IGHV1OR21-1,12,114937113
IGHV1-58,Ighv1-42,IGHV1-58,12,114937113
IGHV1-18,Ighv14-2,IGHV1-18,12,113994469
IGHV1OR15-1,Ighv14-2,IGHV1OR15-1,12,113994469
IGHV1-24,Ighv14-2,IGHV1-24,12,113994469
IGHV1OR15-9,Ighv14-2,IGHV1OR15-9,12,113994469
IGHV1-3,Ighv14-2,IGHV1-3,12,113994469
IGHV1-46,Ighv14-2,IGHV1-46,12,113994469
IGHV1-45,Ighv14-2,IGHV1-45,12,113994469
IGHV1-2,Ighv14-2,IGHV1-2,12,113994469
IGHV1-69,Ighv14-2,IGHV1-69,12,113994469
IGHV1OR21-1,Ighv14-2,IGHV1OR21-1,12,113994469
IGHV1-58,Ighv14-2,IGHV1-58,12,113994469
IGHV1-18,Ighv14-1,IGHV1-18,12,113931953
